0;0;Closing semaphore allowing_lecture ML before while.
0;0;Waiting for messages.
0;2;Received a valid message from [2]
0;2;Waiting for messages.
0;3;Received a valid message from [3]
0;3;Waiting for messages.
0;4;Received a valid message from [1]
0;4;Waiting for messages.
0;4;Received info that [2] wants to enter Pyrkon.
0;4;Closing semaphore allowing_pyrkon {allow_pyrkon}.
0;4;Sends agreement to enter Pyrkon to [2].
0;5;S-FOR ZGODA [2].
0;5;Opening semaphore allowing_pyrkon.
0;5;Received info that [3] wants to enter Pyrkon.
0;5;Closing semaphore allowing_pyrkon {allow_pyrkon}.
0;5;Sends agreement to enter Pyrkon to [3].
0;6;S-FOR ZGODA [3].
0;6;Opening semaphore allowing_pyrkon.
0;6;STATUS: WIADOMOSC-S '2(0)' do 2
0;6;Received info that [1] wants to enter Pyrkon.
0;6;Closing semaphore allowing_pyrkon {allow_pyrkon}.
0;6;Sends agreement to enter Pyrkon to [1].
0;6;STATUS: WIADOMOSC-S '2(0)' do 3
0;7;S-FOR ZGODA [1].
0;7;Opening semaphore allowing_pyrkon.
0;7;STATUS: WIADOMOSC-S '2(0)' do 1
0;8;Received a valid message from [8]
0;8;Waiting for messages.
0;8;Received info that [8] wants to enter Pyrkon.
0;8;Closing semaphore allowing_pyrkon {allow_pyrkon}.
0;8;Sends agreement to enter Pyrkon to [8].
0;9;S-FOR ZGODA [8].
0;9;Opening semaphore allowing_pyrkon.
0;9;STATUS: WIADOMOSC-S '2(0)' do 8
0;10;Received a valid message from [9]
0;10;Waiting for messages.
0;10;Received info that [9] wants to enter Pyrkon.
0;10;Closing semaphore allowing_pyrkon {allow_pyrkon}.
0;10;Sends agreement to enter Pyrkon to [9].
0;11;S-FOR ZGODA [9].
0;11;Opening semaphore allowing_pyrkon.
0;11;STATUS: WIADOMOSC-S '2(0)' do 9
0;11;STATUS: BEFORE_PYRKON: (0)
0;11;SS 1
0;12;Is BEFORE_PYRKON and sent WANT_TO_ENTER PYRKON[0] to 1
0;12;Is BEFORE_PYRKON and sent WANT_TO_ENTER PYRKON[0] to 2
0;12;Is BEFORE_PYRKON and sent WANT_TO_ENTER PYRKON[0] to 3
0;12;Is BEFORE_PYRKON and sent WANT_TO_ENTER PYRKON[0] to 4
0;12;Is BEFORE_PYRKON and sent WANT_TO_ENTER PYRKON[0] to 5
0;12;Is BEFORE_PYRKON and sent WANT_TO_ENTER PYRKON[0] to 6
0;12;Is BEFORE_PYRKON and sent WANT_TO_ENTER PYRKON[0] to 7
0;12;Is BEFORE_PYRKON and sent WANT_TO_ENTER PYRKON[0] to 8
0;12;Is BEFORE_PYRKON and sent WANT_TO_ENTER PYRKON[0] to 9
0;12;Waiting for Pyrkon.
0;12;STATUS: WIADOMOSC-S '1(0)' do 1
